director_name,director_movie_count,director_avg_imdb_score,director_avg_gross
Peter Webber,2,6.6,19651154.5
Peter Weir,4,7.725,95222465.5
Peter Yates,1,6.0,47726636.51668302
Petter Næss,1,7.6,313436.0
Peyton Reed,4,6.475,116227128.5
Phil Alden Robinson,1,6.4,118471320.0
Phil Claydon,1,5.2,47726636.51668302
Phil Joanou,2,5.800000000000001,43079729.758341506
Phil Lord,4,7.275,178172594.25
Phil Morrison,1,5.6,4556.0
Phil Traill,1,4.8,33860010.0
Philip G. Atwell,1,6.3,22466994.0
Philip Kaufman,2,7.65,14280438.0
Philip Saville,1,7.7,4068087.0
Philip Zlotorynski,1,3.3,47726636.51668302
Phillip Noyce,9,6.766666666666667,57776561.777777776
Phyllida Lloyd,2,6.35,86831823.0
Pierre Coffin,2,7.6,309775640.0
Pierre Morel,4,6.85,45041021.5
Pitof,1,3.3,40198710.0
Piyush Dinker Pandya,1,6.7,902835.0
Pou-Soi Cheang,1,6.0,47726636.51668302
Prachya Pinkaew,1,7.1,11905519.0
Preston A. Whitmore II,2,4.1,28065801.0
Qasim Basir,1,6.7,47726636.51668302
Quentin Dupieux,1,5.8,98017.0
Quentin Tarantino,8,8.2,78017449.25
R. Balki,1,7.2,199228.0
R.J. Cutler,1,6.8,50461335.0
RZA,1,5.4,15608545.0
Rachel Goldenberg,1,2.5,47726636.51668302
Rachel Perkins,1,6.3,110029.0
Rachel Talalay,2,5.050000000000001,19468313.0
Rafa Lara,1,6.2,169379.0
Raja Gosnell,6,4.916666666666667,110527036.66666667
Raja Menon,1,8.5,47726636.51668302
Rajkumar Hirani,1,8.2,47726636.51668302
Rakesh Roshan,1,6.3,47726636.51668302
Rakeysh Omprakash Mehra,1,8.4,2197331.0
Ralph Fiennes,1,6.2,756452.0
Ralph Nelson,1,7.1,47726636.51668302
Ralph Ziman,1,7.8,4958.0
Ramaa Mosley,1,6.4,6643.0
Rand Ravich,1,5.3,10654581.0
Randal Kleiser,3,6.533333333333334,87959932.17222767
Randall Miller,2,6.949999999999999,2187123.0
Randall Rubin,1,6.2,47726636.51668302
Randall Wallace,4,6.625,71534831.75
Randy Moore,1,5.2,169719.0
Rania Attieh,1,6.3,47726636.51668302
Rawson Marshall Thurber,3,6.766666666666667,130260640.0
Ray Griggs,1,5.1,425899.0
Ray Lawrence,1,6.4,399879.0
Raymond De Felitta,1,7.4,6670712.0
Rebecca Miller,1,6.7,712294.0
Reed Cowan,1,7.1,99851.0
Regardt van den Bergh,1,6.9,47726636.51668302
Reginald Hudlin,3,5.266666666666667,33541019.0
Reinhard Klooss,1,4.9,47726636.51668302
Remo,1,6.4,95236.0
Renny Harlin,15,5.746666666666667,34931729.8
René Féret,1,6.4,706622.0
Rian Johnson,2,7.15,34993971.0
Ric Roman Waugh,1,6.5,42919096.0
Rich Christiano,1,5.6,15278.0
Rich Cowan,1,6.5,609042.0
Rich Moore,1,7.8,189412677.0
Richard Attenborough,4,7.6,32567108.379170753
Richard Ayoade,1,7.3,466702.0
Richard Benjamin,3,4.733333333333333,8523554.666666666
Richard Boddington,1,4.7,47726636.51668302
Richard Brooks,4,7.8,47726636.51668302
Richard Curtis,3,7.633333333333333,27551257.666666668
Richard Donner,11,6.754545454545454,66533654.54848783
Richard Dutcher,1,7.2,798341.0
Richard E. Grant,1,6.9,233103.0
Richard Eyre,2,7.25,9400394.5
Richard Fleischer,5,6.540000000000001,36815981.91000982
Richard Glatzer,2,7.3,10173199.5
Richard J. Lewis,1,7.3,7501404.0
Richard Kelly,3,6.3999999999999995,5348993.0
Richard Kwietniowski,2,7.15,1776659.0
Richard LaGravenese,5,6.659999999999999,24549686.6
Richard Lester,5,6.6,52833655.6066732
Richard Linklater,11,7.327272727272727,14664905.727272727
Richard Loncraine,3,6.533333333333334,22725551.666666668
Richard Marquand,1,8.4,309125409.0
Richard Montoya,1,6.3,79043.0
Richard Raymond,1,6.0,143653.0
Richard Rich,1,6.0,47726636.51668302
Richard Schenkman,2,6.4,47726636.51668302
Richard Shepard,3,6.633333333333333,4655082.333333333
Richard Wallace,1,6.2,47726636.51668302
Richard Williams,1,7.2,669276.0
Rick Bieber,1,5.7,399611.0
Rick Famuyiwa,4,6.4,22532852.25
Rick Friedberg,1,5.3,26906039.0
Rick Rosenthal,1,4.1,30259652.0
Rick de Oliveira,1,2.7,3713002.0
Ricki Stern,1,7.7,1111.0
Ricky Gervais,1,6.4,18439082.0
Ridley Scott,17,7.070588235294117,78692452.23529412
Ringo Lam,1,5.4,14095303.0
Risa Bramon Garcia,1,5.9,6851636.0
Rita Merson,1,5.3,47726636.51668302
Ritesh Batra,1,7.8,4231500.0
Rob Bowman,4,6.05,38552786.75
Rob Cohen,9,5.577777777777778,66672941.88888889
Rob Hawk,1,5.0,47726636.51668302
Rob Hedden,1,4.5,14343976.0
Rob Letterman,3,5.933333333333334,107043375.66666667
Rob Marshall,5,6.6,123286001.2
Rob McKittrick,1,6.8,16101109.0
Rob Minkoff,5,5.94,83423053.4
Rob Pritts,1,4.6,23978402.0
Rob Reiner,11,7.0181818181818185,49727030.27272727
Rob Schmidt,1,6.1,15417771.0
Rob Zombie,4,5.725,16008568.0
Robby Henson,1,5.1,978908.0
Robert Adetuyi,1,4.5,47726636.51668302
Robert Altman,3,6.8,20977080.333333332
Robert B. Weide,1,6.5,2775593.0
Robert Ben Garant,1,5.9,20339754.0
Robert Bennett,1,2.8,47726636.51668302
Robert Butler,1,4.7,11466088.0
Robert C. Cooper,1,7.4,47726636.51668302
Robert Cary,1,6.5,220234.0
Robert D. Webb,1,6.2,47726636.51668302
Robert Duvall,1,7.2,20733485.0
Robert Eggers,1,6.8,25138292.0
Robert Fontaine,1,7.2,3330.0
Robert Greenwald,2,7.25,47726636.51668302
Robert Hall,1,5.2,47726636.51668302
Robert Harmon,2,5.15,17441330.0
Robert Heath,1,5.6,47726636.51668302
Robert Iscove,3,4.3999999999999995,29623015.666666668
Robert Kenner,1,7.9,4417124.0
Robert Lee King,1,6.3,265107.0
Robert Lorenz,1,6.8,35754555.0
Robert Luketic,6,6.0,68662076.5
Robert M. Young,1,7.1,47726636.51668302
Robert Marcarelli,1,3.5,12610552.0
Robert Moresco,1,6.4,53481.0
Robert Mulligan,1,8.4,47726636.51668302
Robert Redford,5,6.840000000000001,37480452.8
Robert Rodriguez,13,5.6923076923076925,45406442.384615384
Robert Rossen,1,8.0,47726636.51668302
Robert Sarkies,1,7.3,728.0
Robert Schwentke,6,6.3500000000000005,78844291.33333333
Robert Stevenson,1,7.8,102300000.0
Robert Stromberg,1,7.0,241407328.0
Robert Towne,1,7.2,777423.0
Robert Townsend,1,7.0,5228617.0
Robert Wise,3,7.2,97746974.17222768
Robert Zemeckis,13,7.3076923076923075,124562239.07692307
Robin Budd,1,5.8,48423368.0
Robinson Devor,1,7.3,110720.0
Rod Lurie,5,6.6,9930159.8
Rodman Flender,1,6.2,4002955.0
Rodrigo Cortés,2,6.6,24377647.25834151
Rodrigo García,2,6.95,2062413.5
Roger Allers,2,7.35,253543667.5
Roger Avary,2,6.6,3472357.5
Roger Christian,1,2.4,21471685.0
Roger Donaldson,7,6.771428571428571,32931217.285714287
Roger Kumble,3,5.266666666666667,26742807.666666668
Roger Michell,3,6.666666666666667,71263290.66666667
Roger Nygard,1,7.0,617172.0
Roger Spottiswoode,4,6.3,52157523.37917075
Roger Vadim,1,5.9,47726636.51668302
Rohan Sippy,1,6.2,563699.0
Rohit Jagessar,1,7.4,227241.0
Rohit Jugraj,1,6.6,47726636.51668302
Roland Emmerich,8,6.1875,119046932.75
Roland Joffé,4,5.0,26730416.25834151
Roland Suso Richter,1,6.1,47726636.51668302
Roman Polanski,6,7.416666666666667,27356132.67222767
Romesh Sharma,1,5.1,129319.0
Ron Clements,3,7.3999999999999995,119948293.33333333
Ron Fricke,1,8.5,2601847.0
Ron Howard,13,6.93076923076923,104837830.84615384
Ron Maxwell,2,7.0,11820264.5
Ron Shelton,4,5.9,25338681.5
Ron Underwood,3,5.5,23902065.0
Ronald Neame,1,4.9,47726636.51668302
Ronan Chapalain,1,6.9,4074023.0
Ronny Yu,4,5.5,31546275.25
Rowan Joffe,2,6.0,25344824.25834151
Rowdy Herrington,2,6.6,16372049.5
Ruairi Robinson,1,5.5,23838.0
Ruba Nadda,1,5.2,4063.0
Ruben Fleischer,3,6.833333333333333,52880309.333333336
Ruggero Deodato,1,4.8,800000.0
Rupert Sanders,1,6.1,155111815.0
Rupert Wainwright,1,6.2,50041732.0
Rupert Wyatt,2,6.8,105185935.5
Russ Meyer,1,6.2,9000000.0
Russell Crowe,1,7.1,4190530.0
Russell Friedenberg,1,3.6,47726636.51668302
Russell Holt,1,6.9,3347439.0
Russell Mulcahy,4,6.275,34082640.87917075
Rusty Cundieff,1,6.1,11797927.0
Ryan Coogler,2,7.6,62905363.5
Ryan Fleck,1,7.2,2694973.0
Ryan Little,1,6.8,1310270.0
Ryan Murphy,2,5.95,43664454.0
Ryan Smith,1,5.4,47726636.51668302
Ryûhei Kitamura,1,6.1,73548.0
S.R. Bindler,1,4.7,36497.0
S.S. Rajamouli,1,8.4,6498000.0
Sacha Bennett,1,4.8,47726636.51668302
Sadyk Sher-Niyaz,1,8.7,47726636.51668302
Sai Varadan,1,7.2,47726636.51668302
Sajid Khan,1,5.3,1165104.0
Salim Akil,2,5.7,30846431.5
Sally Potter,1,6.9,396035.0
Salvador Carrasco,1,6.8,886410.0
Sam Fell,1,6.1,50818750.0
Sam Firstenberg,1,4.7,4000000.0
Sam Levinson,1,6.0,47726636.51668302
Sam Martin,1,7.8,47726636.51668302
Sam Mendes,7,7.457142857142857,119071907.0
Sam Miller,2,5.75,26303995.5
Sam Peckinpah,4,7.375,35798695.63751227
Sam Raimi,11,7.0181818181818185,138712950.50151664
Sam Taylor-Johnson,2,5.65,83796625.5
Sam Weisman,4,5.45,47157207.25
Sammo Kam-Bo Hung,1,6.2,12674183.0
Sanaa Hamri,2,6.0,32804053.0
Sanjay Rawal,1,7.1,47726636.51668302
Sara Newens,1,7.1,5858.0
Sara Sugarman,1,4.6,29302097.0
Sarah Gavron,1,6.7,1094998.0
Sarah Smith,1,7.1,46440491.0
Sarik Andreasyan,1,5.2,47726636.51668302
Saul Dibb,1,6.9,13823741.0
Scandar Copti,1,7.4,621240.0
Scott Alexander,1,5.7,6982680.0
Scott Cooper,3,7.033333333333334,37784272.333333336
Scott Derrickson,4,6.3,58254186.75
Scott Dow,1,3.4,47726636.51668302
Scott Foley,1,5.4,47726636.51668302
Scott Frank,1,6.5,25977365.0
Scott Hicks,5,6.840000000000001,35583306.4
Scott Kalvert,1,5.6,6044618.0
Scott Mann,1,6.1,47726636.51668302
Scott Marshall,2,4.65,2166927.5
Scott Smith,1,7.7,47726636.51668302
Scott Speer,1,6.5,35057332.0
Scott Stewart,2,5.45,34652353.0
Scott Walker,1,6.4,47726636.51668302
Scott Waugh,1,6.5,43568507.0
Scott Ziehl,1,6.6,13493.0
Sean Anders,4,6.125,62514475.5
Sean Byrne,1,6.7,47726636.51668302
Sean Durkin,1,6.9,2981638.0
Sean McNamara,2,6.5,27132702.0
Sean Penn,2,7.5,19036192.0
Serdar Akar,1,6.0,47726636.51668302
Sergey Bodrov,3,6.266666666666667,7651924.666666667
Sergey Bondarchuk,1,7.3,47726636.51668302
Sergio Leone,4,8.475,15656659.129170755
Seth Gordon,3,6.066666666666666,124039956.0
Seth MacFarlane,3,6.5,114167288.33333333
Shana Feste,3,6.433333333333334,14576182.666666666
Shane Acker,1,7.1,31743332.0
Shane Black,2,7.4,206614054.5
Shane Carruth,1,7.0,424760.0
Shane Dawson,1,5.1,35688.0
Shane Meadows,4,7.55,12019750.629170755
Shari Springer Berman,2,6.7,3228333.0
Sharon Greytak,1,8.1,47726636.51668302
Sharon Maguire,1,6.7,71500556.0
Sharron Miller,1,4.1,47726636.51668302
Shawn Levy,11,6.090909090909091,102704635.27272727
Shekar,1,7.1,47726636.51668302
Shekhar Kapur,3,6.966666666666666,21527877.0
Sheldon Lettich,2,6.1,16688152.5
Sherman Alexie,1,6.9,174682.0
Shimit Amin,1,7.5,47726636.51668302
Shinji Aramaki,1,6.5,47726636.51668302
Shintaro Shimosawa,1,5.3,47726636.51668302
Shona Auerbach,1,7.8,1340891.0
Shyam Madiraju,1,4.8,47726636.51668302
Siddharth Anand,1,5.4,872643.0
Siddiq Barmak,1,7.4,1127331.0
Sidney J. Furie,1,3.6,15681020.0
Sidney Lumet,6,7.183333333333334,27294649.17222767
Simeon Rice,1,5.5,47726636.51668302
Simon Curtis,2,7.15,23951221.0
Simon Napier-Bell,1,7.4,47726636.51668302
Simon Wells,2,5.65,39032067.0
Simon West,8,6.025,68101299.68958537
Simon Wincer,4,5.625,17934709.75
Simon Yin,1,3.9,13220.0
Sngmoo Lee,1,6.3,5664251.0
Sofia Coppola,4,6.925,16789091.5
Sol Tryon,1,6.5,12055.0
Spencer Susser,1,7.1,382946.0
Spike Jonze,4,7.575,36970759.0
Spike Lee,16,6.56875,23514191.46979269
Stacy Peralta,2,7.800000000000001,1784831.5
Stanley Donen,1,8.3,47726636.51668302
Stanley Kramer,2,7.95,47013318.258341506
Stanley Kubrick,7,8.0,50140890.51191644
Stanley Tong,1,6.7,32333860.0
Stanton Barrett,1,3.4,47726636.51668302
Stefan C. Schaefer,1,5.7,47726636.51668302
Stefan Ruzowitzky,3,5.633333333333333,31417.333333333332
Stefan Schwartz,1,6.6,302204.0
Stefen Fangmeier,1,5.1,75030163.0
Stephan Elliott,2,5.800000000000001,9557664.0
Stephen Carpenter,1,3.9,3100650.0
Stephen Chbosky,1,8.0,17738570.0
Stephen Chow,3,7.2,5933406.333333333
Stephen Daldry,5,7.4,25924134.0
Stephen Frears,10,7.07,27902997.8033366
Stephen Gaghan,2,5.95,30767327.5
Stephen Herek,8,6.125,35514604.06458538
Stephen Hillenburg,1,7.0,85416609.0
Stephen Hopkins,6,6.0,34118334.5
Stephen J. Anderson,1,7.3,26687172.0
Stephen Kay,3,5.0,20447712.0
Stephen Kijak,1,7.3,47726636.51668302
Stephen Langford,1,3.2,47726636.51668302
Stephen Milburn Anderson,1,6.0,46451.0
Stephen Norrington,2,6.449999999999999,68231832.5
Stephen Sommers,4,6.075,96856318.25
Sterling Van Wagenen,1,6.6,2024854.0
Stevan Mena,1,5.1,47726636.51668302
Steve Antin,1,6.4,39440655.0
Steve Barron,1,5.3,15091542.0
Steve Beck,2,5.5,35973638.0
Steve Bendelack,1,6.3,32553210.0
Steve Box,1,7.5,56068547.0
Steve Boyum,2,3.95,3705141.0
Steve Buscemi,2,6.9,424653.0
Steve Carr,4,5.35,73773803.25
Steve Carver,1,6.3,12200000.0
Steve Gomer,1,2.8,11144518.0
Steve Hickner,1,6.2,126597121.0
Steve James,2,7.550000000000001,4181400.5
Steve Martino,2,6.9,145746160.0
Steve McQueen,2,7.699999999999999,30334087.0
Steve Miner,5,5.76,19357239.8
Steve Oedekerk,4,6.2,60362731.75
Steve Pink,3,5.866666666666667,37044660.0
Steve Rash,2,5.25,6596407.0
Steve Taylor,1,6.0,594904.0
Steve Trenbirth,1,5.4,47887943.0
Steven Brill,4,5.675,64164066.5
Steven E. de Souza,1,3.8,33423521.0
Steven Quale,2,5.85,45064615.0
Steven R. Monroe,1,6.3,92401.0
Steven Seagal,1,4.4,38590500.0
Steven Shainberg,2,6.8,2133825.5
Steven Soderbergh,15,6.680000000000001,67905015.06666666
Steven Spielberg,26,7.480769230769231,160075374.51987243
Steven Zaillian,2,6.35,31962179.5
Stewart Hendler,1,5.1,11956207.0
Stewart Raffill,2,4.55,24129221.25834151
Stig Bergqvist,1,6.1,76501438.0
Stiles White,1,4.4,50820940.0
Stuart Baird,2,6.4,55934939.5
Stuart Beattie,1,5.1,19059018.0
Stuart Gillard,1,4.8,42660000.0
Stuart Gordon,2,6.1,3435379.0
Stuart Hazeldine,1,6.9,47726636.51668302
Stéphane Aubier,1,7.9,71442.0
Sue Corcoran,1,4.7,11798.0
Susan Seidelman,1,6.5,3123749.0
Susan Stroman,1,6.4,19377727.0
Susanna White,2,6.25,16051833.0
Susanne Bier,1,7.2,2849142.0
Sut Jhally,1,8.3,47726636.51668302
Sydney Pollack,5,6.58,105243736.8
Sylvain Chomet,1,7.8,7002255.0
Sylvain White,2,5.800000000000001,42442088.0
Sylvester Stallone,2,6.85,86625371.0
Sylvio Tabet,1,3.8,869325.0
Tadeo Garcia,1,6.1,47726636.51668302
Taedong Park,1,4.8,47726636.51668302
Takao Okawara,1,6.0,10037390.0
Takashi Shimizu,2,5.45,74659855.0
Takashi Yamazaki,1,6.1,47726636.51668302
Takeshi Kitano,1,7.2,447750.0
Tamara Jenkins,2,6.9,6045322.0
Tamra Davis,2,5.0,27233823.5
Tanner Beard,1,4.4,47726636.51668302
Tara Subkoff,1,3.3,47726636.51668302
Tarsem Singh,4,6.125,55498651.0
Tate Taylor,2,7.5,100109763.5
Tay Garnett,1,7.5,47726636.51668302
Taylor Hackford,6,6.883333333333333,31855070.5
Ted Demme,1,7.6,52937130.0
Ted Kotcheff,1,7.7,47726636.51668302
Ted Post,2,6.55,47726636.51668302
Teddy Chan,2,6.7,23927875.75834151
Terence Davies,1,7.1,3041803.0
Terence Young,4,6.125,38048417.87917075
Terrence Malick,4,7.25,27531952.879170753
Terron R. Parsons,1,3.4,47726636.51668302
Terry George,1,8.1,23472900.0
Terry Gilliam,7,7.328571428571428,21652967.285714287
Terry Zwigoff,2,7.25,33129197.5
Thaddeus O'Sullivan,1,6.7,196067.0
Thea Sharrock,1,7.6,56154094.0
Theodore Melfi,1,7.3,44134898.0
Theodore Witcher,1,7.4,12514138.0
Thomas Bezucha,2,6.05,14620531.0
Thomas Carter,3,6.666666666666667,62806443.666666664
Thomas L. Phillips,1,5.4,47726636.51668302
Thomas Lilti,1,7.2,47726636.51668302
Thomas Vinterberg,3,7.666666666666667,760618.0
Thor Freudenthal,3,5.833333333333333,68527744.66666667
Thorbjørn Christoffersen,1,5.7,47726636.51668302
Ti West,2,5.95,89080.0
Tim Blake Nelson,1,6.2,16017403.0
Tim Boxell,1,6.6,118666.0
Tim Burton,14,7.05,111219895.28571428
Tim Chambers,1,6.5,1889522.0
Tim Fywell,1,6.0,24381334.0
Tim Heidecker,1,5.3,200803.0
Tim Hill,5,5.4399999999999995,77469214.6
Tim Hunter,1,7.1,4600000.0
Tim Johnson,2,6.75,166181507.5
Tim McCanlies,2,7.199999999999999,20986531.0
Tim Miller,1,8.1,363024263.0
Tim Robbins,2,7.25,20962485.0
Tim Story,6,6.05,98116871.66666667
Timothy Björklund,1,5.8,6491350.0
Timothy Hines,1,7.5,14616.0
Timothy Woodward Jr.,1,3.1,47726636.51668302
Timur Bekmambetov,6,6.216666666666666,52792040.75834151
Tina Gordon Chism,1,5.3,9123834.0
Tobe Hooper,5,6.4,33619234.303336605
Tod Williams,1,5.7,84749884.0
Todd Field,2,7.55,20689126.5
Todd Graff,2,6.050000000000001,18062755.0
Todd Haynes,3,7.133333333333333,6966532.0
Todd Lincoln,1,4.1,4930798.0
Todd Phillips,7,6.6571428571428575,125908004.28571428
Todd Solondz,3,7.266666666666667,2683273.6666666665
Todd Strauss-Schulson,1,6.3,35033759.0
Tom Brady,1,3.3,2331318.0
Tom Dey,3,5.466666666666666,59744646.0
Tom DiCillo,1,5.8,47726636.51668302
Tom Elkins,1,5.3,47726636.51668302
Tom Ford,1,7.6,9166863.0
Tom Gormican,1,6.1,26049082.0
Tom Green,1,4.5,14249005.0
Tom Hanks,2,6.5,30687894.0
Tom Holland,2,6.1,24208079.5
Tom Hooper,3,7.733333333333333,96006786.66666667
Tom Kalin,1,5.9,434417.0
Tom McCarthy,2,7.9,25363778.0
Tom McGrath,1,7.3,148337537.0
Tom McLoughlin,1,5.9,19472057.0
Tom Putnam,1,7.5,111300.0
Tom Reeve,1,5.7,47726636.51668302
Tom Sanchez,1,7.2,3830.0
Tom Schulman,1,5.3,3559990.0
Tom Seidman,1,6.2,47726636.51668302
Tom Shadyac,7,6.314285714285715,127191395.42857143
Tom Tykwer,5,7.220000000000001,12417028.8
Tom Vaughan,2,6.3,46065803.0
Tom Walsh,1,4.8,47726636.51668302
Tomas Alfredson,1,7.1,24104113.0
Tomm Moore,1,7.7,686383.0
Tommy Lee Jones,2,7.05,3726079.0
Tommy Lee Wallace,1,4.6,14400000.0
Tommy O'Haver,2,6.05,17236968.0
Tommy Oliver,1,7.1,47726636.51668302
Tommy Wirkola,2,6.25,27861889.5
Tony Bancroft,1,7.5,120618403.0
Tony Bill,1,6.6,13082288.0
Tony Giglio,1,5.3,47726636.51668302
Tony Gilroy,3,6.733333333333333,67583511.33333333
Tony Goldwyn,2,6.35,16040010.0
Tony Jaa,1,6.2,102055.0
Tony Kaye,3,8.033333333333333,18154228.172227673
Tony Krantz,1,5.3,47726636.51668302
Tony Maylam,1,6.2,5430822.0
Tony Richardson,2,6.4,26413318.25834151
Tony Scott,12,6.791666666666667,73496139.41666667
Tran Anh Hung,1,5.5,47726636.51668302
Travis Cluff,1,4.2,22757819.0
Travis Legge,2,3.25,47726636.51668302
Travis Romero,1,3.9,47726636.51668302
Travis Zariwny,1,3.7,47726636.51668302
Trent Cooper,1,3.1,15655665.0
Trey Parker,3,7.066666666666666,28455048.666666668
Troy Duffy,2,7.1,28997971.75834151
Troy Miller,1,3.4,26096584.0
Troy Nixey,1,5.6,24042490.0
Tuck Tucker,1,5.9,13684949.0
Tung-Shing Yee,1,7.1,47726636.51668302
Tyler Oliver,1,5.2,47726636.51668302
Tyler Perry,9,4.9,56839458.0
U. Roberto Romano,1,7.2,2245.0
Udayan Prasad,1,6.8,317040.0
Uli Edel,2,6.550000000000001,7016129.0
Ulu Grosbard,1,6.3,13376506.0
Uwe Boll,5,3.72,21334209.00667321
Vadim Perelman,2,7.0,6654462.0
Valentine,1,5.1,47726636.51668302
Valeri Milev,1,5.1,47726636.51668302
Vera Farmiga,1,6.3,841206.0
Vic Armstrong,1,3.1,13998282.0
Vic Sarin,2,7.1,47726636.51668302
Vicente Amorim,1,6.2,23091.0
Vicky Jenson,1,5.3,6373693.0
Vicky Jewson,1,4.4,47726636.51668302
Victor Fleming,3,7.766666666666666,89528175.50556101
Victor Nunez,2,7.15,5028086.5
Victor Salva,3,6.333333333333333,24556334.333333332
Vidhu Vinod Chopra,1,5.7,47726636.51668302
Vijay Chandar,1,5.1,47726636.51668302
Vincent Gallo,2,6.25,1365832.5
Vincent Paronnaud,1,8.0,4443403.0
Vincent Ward,1,7.0,55350897.0
Vincente Minnelli,1,7.1,2956000.0
Vincenzo Natali,4,6.55,28235384.75834151
Vipul Amrutlal Shah,1,7.3,1207007.0
Vivek Agnihotri,1,4.8,49000.0
Vladlen Barbe,1,5.3,47726636.51668302
Vondie Curtis-Hall,1,2.1,4273372.0
W.D. Hogan,1,3.4,47726636.51668302
Wade Gasque,1,6.8,47726636.51668302
Wajahat Rauf,1,7.0,47726636.51668302
Wallace Wolodarsky,1,5.4,10198766.0
Wally Pfister,1,6.3,23014504.0
Walt Becker,4,5.675000000000001,81144444.0
Walter Hill,4,5.925,20956988.379170753
Walter Lang,2,6.8,47726636.51668302
Walter Murch,1,6.7,47726636.51668302
Walter Salles,3,6.566666666666666,10595382.666666666
Ward Roberts,1,6.5,47726636.51668302
Warren Beatty,3,6.8,59330398.83889434
Warren P. Sonoda,1,4.7,123777.0
Warren Sheppard,1,4.0,47726636.51668302
Wayne Beach,1,5.9,1181197.0
Wayne Kramer,2,7.2,7549508.5
Wayne Thornley,1,5.8,47726636.51668302
Wayne Wang,5,6.0200000000000005,36964195.2
Werner Herzog,2,7.0,3591165.5
Wes Anderson,7,7.628571428571428,31439603.285714287
Wes Ball,2,6.6,92050596.5
Wes Craven,10,5.970000000000001,48793730.5
Whit Stillman,2,6.6,1972871.5
Wil Shriner,1,5.6,8080116.0
Will Canon,1,5.3,47726636.51668302
Will Finn,2,5.5,29243671.5
Will Gluck,3,6.3,66705160.0
Willard Huyck,1,4.6,16295774.0
William A. Fraker,1,5.0,8000000.0
William A. Graham,1,5.1,2807854.0
William Arntz,1,5.4,10941801.0
William Bindley,1,6.5,508867.0
William Brent Bell,3,5.1000000000000005,37372505.0
William Cottrell,1,7.7,184925485.0
William Dear,2,5.6,615216.0
William Eubank,1,6.1,47726636.51668302
William Friedkin,6,6.883333333333333,57673277.17222767
William Gazecki,2,7.1,47726636.51668302
William H. Macy,1,7.5,37440.0
William Kaufman,2,5.300000000000001,47726636.51668302
William Malone,2,4.449999999999999,27027052.5
William Phillips,1,6.5,47726636.51668302
William Sachs,1,3.4,47726636.51668302
William Shatner,1,5.4,55210049.0
William Wyler,1,8.1,23650000.0
Wilson Yip,1,7.2,2126511.0
Wolfgang Becker,1,7.7,4063859.0
Wolfgang Petersen,7,6.857142857142857,96586621.78809758
Woo-Suk Kang,1,7.2,47726636.51668302
Woody Allen,22,7.009090909090909,20523879.661365867
Wych Kaosayananda,1,3.6,14294842.0
Xavier Beauvois,1,7.2,3950029.0
Xavier Gens,2,6.05,19854764.0
Yarrow Cheney,1,6.8,323505540.0
Yash Chopra,2,7.4,2984638.5
Yimou Zhang,6,7.183333333333334,3044830.5
Yorgos Lanthimos,1,7.3,110197.0
Youssef Delara,2,5.45,25280009.75834151
Yuefeng Song,1,6.4,47726636.51668302
Zach Braff,2,7.15,15185077.5
Zach Cregger,1,5.1,4542775.0
Zack Snyder,7,7.142857142857143,155758173.85714287
Zack Ward,1,4.0,47726636.51668302
Zackary Adler,1,5.0,47726636.51668302
Zak Penn,1,6.6,36830.0
Zal Batmanglij,2,6.800000000000001,1336955.0
Zoran Lisinac,1,7.1,47726636.51668302
Álex de la Iglesia,1,6.1,3607.0
Émile Gaudreault,1,6.7,6239558.0
Éric Tessier,1,6.6,47726636.51668302
Étienne Faure,1,4.3,47726636.51668302
